Arch,Angle,Trial,Method,Deflection
6,60,5,ASTM,470.0
6,75,5,ASTM,472.0
6,90,5,ASTM,473.0
6,105,5,ASTM,474.0
6,120,5,ASTM,476.0
6,135,5,ASTM,477.0
6,150,5,ASTM,477.0
6,165,5,ASTM,477.0
6,180,5,ASTM,476.0
6,195,5,ASTM,474.0
6,210,5,ASTM,472.0
6,225,5,ASTM,471.0
6,240,5,ASTM,471.0
6,255,5,ASTM,472.0
6,270,5,ASTM,473.0
6,285,5,ASTM,475.0
6,300,5,ASTM,476.0
6,315,5,ASTM,476.0
6,330,5,ASTM,476.0
6,345,5,ASTM,475.0
7,0,1,AMO,70.0
7,15,1,AMO,70.0
7,30,1,AMO,69.5
7,45,1,AMO,69.3
7,60,1,AMO,69.0
7,75,1,AMO,68.9
7,90,1,AMO,68.8
7,105,1,AMO,68.6
7,120,1,AMO,68.6
7,135,1,AMO,68.8
7,150,1,AMO,69.0
7,165,1,AMO,69.2
7,180,1,AMO,69.3
7,195,1,AMO,69.4
7,210,1,AMO,69.6
7,225,1,AMO,69.6
7,240,1,AMO,69.5
7,255,1,AMO,69.4
7,270,1,AMO,69.4
7,285,1,AMO,69.5
7,300,1,AMO,69.6
7,315,1,AMO,69.8
7,330,1,AMO,69.8
7,345,1,AMO,69.9
7,0,1,ASTM,450.0
7,15,1,ASTM,450.0
7,30,1,ASTM,454.0
7,45,1,ASTM,455.0
7,60,1,ASTM,457.0
7,75,1,ASTM,458.0
7,90,1,ASTM,458.0
7,105,1,ASTM,459.0
7,120,1,ASTM,459.0
7,135,1,ASTM,458.0
7,150,1,ASTM,457.0
7,165,1,ASTM,455.0
7,180,1,ASTM,455.0
7,195,1,ASTM,454.0
7,210,1,ASTM,453.0
7,225,1,ASTM,452.0
7,240,1,ASTM,453.0
7,255,1,ASTM,454.0
7,270,1,ASTM,454.0
7,285,1,ASTM,453.0
7,300,1,ASTM,453.0
7,315,1,ASTM,451.0
7,330,1,ASTM,451.0
7,345,1,ASTM,451.0
7,0,2,AMO,70.0
7,15,2,AMO,69.8
7,30,2,AMO,69.6
7,45,2,AMO,69.2
7,60,2,AMO,69.1
7,75,2,AMO,68.8
7,90,2,AMO,68.7
7,105,2,AMO,68.8
7,120,2,AMO,68.8
7,135,2,AMO,68.8
7,150,2,AMO,68.9
7,165,2,AMO,69.1
7,180,2,AMO,69.3
7,195,2,AMO,69.3
7,210,2,AMO,69.5
7,225,2,AMO,69.4
7,240,2,AMO,69.4
7,255,2,AMO,69.3
7,270,2,AMO,69.4
7,285,2,AMO,69.3
7,300,2,AMO,69.5
7,315,2,AMO,69.6
7,330,2,AMO,69.7
7,345,2,AMO,69.9
7,0,2,ASTM,451.0
7,15,2,ASTM,452.0
7,30,2,ASTM,453.0
7,45,2,ASTM,455.0
7,60,2,ASTM,456.0
7,75,2,ASTM,458.0
7,90,2,ASTM,458.0
7,105,2,ASTM,458.0
7,120,2,ASTM,458.0
7,135,2,ASTM,457.0
7,150,2,ASTM,457.0
7,165,2,ASTM,456.0
7,180,2,ASTM,454.0
7,195,2,ASTM,454.0
7,210,2,ASTM,453.0
7,225,2,ASTM,454.0
7,240,2,ASTM,454.0
7,255,2,ASTM,454.0
7,270,2,ASTM,455.0
7,285,2,ASTM,455.0
7,300,2,ASTM,453.0
7,315,2,ASTM,453.0
7,330,2,ASTM,452.0
7,345,2,ASTM,451.0
7,0,3,AMO,69.9
7,15,3,AMO,69.9
7,30,3,AMO,69.7
7,45,3,AMO,69.4
7,60,3,AMO,69.2
7,75,3,AMO,68.9
7,90,3,AMO,69.0
7,105,3,AMO,68.7
7,120,3,AMO,68.8
7,135,3,AMO,68.9
7,150,3,AMO,68.9
7,165,3,AMO,69.1
7,180,3,AMO,69.3
7,195,3,AMO,69.4
7,210,3,AMO,69.5
7,225,3,AMO,69.6
7,240,3,AMO,69.4
7,255,3,AMO,69.4
7,270,3,AMO,69.4
7,285,3,AMO,69.4
7,300,3,AMO,69.6
7,315,3,AMO,69.7
7,330,3,AMO,69.8
7,345,3,AMO,70.0
7,0,3,ASTM,450.0
7,15,3,ASTM,452.0
7,30,3,ASTM,452.0
7,45,3,ASTM,454.0
7,60,3,ASTM,456.0
7,75,3,ASTM,457.0
7,90,3,ASTM,457.0
7,105,3,ASTM,459.0
7,120,3,ASTM,458.0
7,135,3,ASTM,457.0
7,150,3,ASTM,457.0
7,165,3,ASTM,456.0
7,180,3,ASTM,455.0
7,195,3,ASTM,454.0
7,210,3,ASTM,453.0
7,225,3,ASTM,453.0
7,240,3,ASTM,454.0
7,255,3,ASTM,454.0
7,270,3,ASTM,454.0
7,285,3,ASTM,454.0
7,300,3,ASTM,453.0
7,315,3,ASTM,452.0
7,330,3,ASTM,451.0
7,345,3,ASTM,450.0
7,0,4,AMO,70.0
7,15,4,AMO,69.7
7,30,4,AMO,69.5
7,45,4,AMO,69.4
7,60,4,AMO,69.2
7,75,4,AMO,68.9
7,90,4,AMO,68.9
7,105,4,AMO,68.8
7,120,4,AMO,68.9
7,135,4,AMO,69.0
7,150,4,AMO,69.2
7,165,4,AMO,69.3
7,180,4,AMO,69.4
7,195,4,AMO,69.4
7,210,4,AMO,69.3
7,225,4,AMO,69.5
7,240,4,AMO,69.4
7,255,4,AMO,69.3
7,270,4,AMO,69.1
7,285,4,AMO,69.3
7,300,4,AMO,69.5
7,315,4,AMO,69.7
7,330,4,AMO,69.7
7,345,4,AMO,70.0
7,0,4,ASTM,450.0
7,15,4,ASTM,452.0
7,30,4,ASTM,453.0
7,45,4,ASTM,454.0
7,60,4,ASTM,455.0
7,75,4,ASTM,457.0
7,90,4,ASTM,457.0
7,105,4,ASTM,458.0
7,120,4,ASTM,457.0
7,135,4,ASTM,458.0
7,150,4,ASTM,455.0
7,165,4,ASTM,455.0
7,180,4,ASTM,454.0
7,195,4,ASTM,454.0
7,210,4,ASTM,454.0
7,225,4,ASTM,453.0
7,240,4,ASTM,454.0
7,255,4,ASTM,455.0
7,270,4,ASTM,456.0
7,285,4,ASTM,455.0
7,300,4,ASTM,453.0
7,315,4,ASTM,452.0
7,330,4,ASTM,452.0
7,345,4,ASTM,451.0
7,0,5,AMO,70.0
7,15,5,AMO,69.7
7,30,5,AMO,69.5
7,45,5,AMO,69.5
7,60,5,AMO,69.2
7,75,5,AMO,69.0
7,90,5,AMO,68.9
7,105,5,AMO,68.8
7,120,5,AMO,68.8
7,135,5,AMO,68.8
7,150,5,AMO,68.8
7,165,5,AMO,69.1
7,180,5,AMO,69.4
7,195,5,AMO,69.5
7,210,5,AMO,69.5
7,225,5,AMO,69.5
7,240,5,AMO,69.4
7,255,5,AMO,69.4
7,270,5,AMO,69.4
7,285,5,AMO,69.5
7,300,5,AMO,69.6
7,315,5,AMO,69.7
7,330,5,AMO,69.9
7,345,5,AMO,70.0
7,0,5,ASTM,450.0
7,15,5,ASTM,452.0
7,30,5,ASTM,453.0
7,45,5,ASTM,454.0
7,60,5,ASTM,455.0
7,75,5,ASTM,457.0
7,90,5,ASTM,458.0
7,105,5,ASTM,458.0
7,120,5,ASTM,458.0
7,135,5,ASTM,458.0
7,150,5,ASTM,458.0
7,165,5,ASTM,456.0
7,180,5,ASTM,454.0
7,195,5,ASTM,454.0
7,210,5,ASTM,453.0
7,225,5,ASTM,453.0
7,240,5,ASTM,454.0
7,255,5,ASTM,454.0
7,270,5,ASTM,454.0
7,285,5,ASTM,453.0
7,300,5,ASTM,453.0
7,315,5,ASTM,452.0
7,330,5,ASTM,451.0
7,345,5,ASTM,450.0
8,0,1,AMO,69.2
8,15,1,AMO,69.1
8,30,1,AMO,69.0
8,45,1,AMO,68.7
8,60,1,AMO,68.5
8,75,1,AMO,68.3
8,90,1,AMO,68.2
8,105,1,AMO,68.1
8,120,1,AMO,68.2
8,135,1,AMO,68.2
8,150,1,AMO,68.4
8,165,1,AMO,68.4
8,180,1,AMO,68.0
8,195,1,AMO,68.2
8,210,1,AMO,68.2
8,225,1,AMO,68.5
8,240,1,AMO,68.5
8,255,1,AMO,68.2
8,270,1,AMO,68.3
8,285,1,AMO,68.1
8,300,1,AMO,68.2
8,315,1,AMO,68.2
8,330,1,AMO,68.4
8,345,1,AMO,68.4
8,0,1,ASTM,455.0
8,15,1,ASTM,456.0
8,30,1,ASTM,457.0
8,45,1,ASTM,458.0
8,60,1,ASTM,460.0
8,75,1,ASTM,461.0
8,90,1,ASTM,462.0
8,105,1,ASTM,462.0
8,120,1,ASTM,462.0
8,135,1,ASTM,462.0
8,150,1,ASTM,461.0
8,165,1,ASTM,460.0
8,180,1,ASTM,463.0
8,195,1,ASTM,462.0
8,210,1,ASTM,462.0
8,225,1,ASTM,460.0
8,240,1,ASTM,460.0
8,255,1,ASTM,462.0
8,270,1,ASTM,462.0
8,285,1,ASTM,463.0
8,300,1,ASTM,462.0
8,315,1,ASTM,462.0
8,330,1,ASTM,460.0
8,345,1,ASTM,460.0
8,0,2,AMO,68.8
8,15,2,AMO,69.0
8,30,2,AMO,68.5
8,45,2,AMO,68.6
8,60,2,AMO,68.4
8,75,2,AMO,68.3
8,90,2,AMO,68.1
8,105,2,AMO,68.1
8,120,2,AMO,68.2
8,135,2,AMO,68.1
8,150,2,AMO,68.1
8,165,2,AMO,68.5
8,180,2,AMO,68.6
8,195,2,AMO,68.6
8,210,2,AMO,68.5
8,225,2,AMO,68.3
8,240,2,AMO,68.4
8,255,2,AMO,68.2
8,270,2,AMO,68.2
8,285,2,AMO,68.2
8,300,2,AMO,68.2
8,315,2,AMO,68.4
8,330,2,AMO,68.8
8,345,2,AMO,68.8
8,0,2,ASTM,458.0
8,15,2,ASTM,457.0
8,30,2,ASTM,460.0
8,45,2,ASTM,459.0
8,60,2,ASTM,460.0
8,75,2,ASTM,461.0
8,90,2,ASTM,463.0
8,105,2,ASTM,463.0
8,120,2,ASTM,462.0
8,135,2,ASTM,462.0
8,150,2,ASTM,461.0
8,165,2,ASTM,460.0
8,180,2,ASTM,459.0
8,195,2,ASTM,459.0
8,210,2,ASTM,460.0
8,225,2,ASTM,461.0
8,240,2,ASTM,461.0
8,255,2,ASTM,462.0
8,270,2,ASTM,462.0
8,285,2,ASTM,462.0
8,300,2,ASTM,462.0
8,315,2,ASTM,460.0
8,330,2,ASTM,458.0
8,345,2,ASTM,458.0
8,0,3,AMO,68.8
8,15,3,AMO,68.8
8,30,3,AMO,68.6
8,45,3,AMO,68.6
8,60,3,AMO,68.2
8,75,3,AMO,68.2
8,90,3,AMO,68.0
8,105,3,AMO,68.2
8,120,3,AMO,68.1
8,135,3,AMO,68.2
8,150,3,AMO,68.0
8,165,3,AMO,68.2
8,180,3,AMO,68.4
8,195,3,AMO,68.7
8,210,3,AMO,68.3
8,225,3,AMO,68.3
8,240,3,AMO,68.1
8,255,3,AMO,68.0
8,270,3,AMO,67.9
8,285,3,AMO,68.1
8,300,3,AMO,68.0
8,315,3,AMO,68.5
8,330,3,AMO,68.4
8,345,3,AMO,68.5
8,0,3,ASTM,458.0
8,15,3,ASTM,458.0
8,30,3,ASTM,459.0
8,45,3,ASTM,459.0
8,60,3,ASTM,462.0
8,75,3,ASTM,462.0
8,90,3,ASTM,463.0
8,105,3,ASTM,462.0
8,120,3,ASTM,462.0
8,135,3,ASTM,462.0
8,150,3,ASTM,463.0
8,165,3,ASTM,462.0
8,180,3,ASTM,460.0
8,195,3,ASTM,460.0
8,210,3,ASTM,461.0
8,225,3,ASTM,461.0
8,240,3,ASTM,462.0
8,255,3,ASTM,463.0
8,270,3,ASTM,464.0
8,285,3,ASTM,463.0
8,300,3,ASTM,463.0
8,315,3,ASTM,460.0
8,330,3,ASTM,461.0
8,345,3,ASTM,460.0
8,0,4,AMO,68.9
8,15,4,AMO,68.8
8,30,4,AMO,68.9
8,45,4,AMO,68.7
8,60,4,AMO,68.5
8,75,4,AMO,68.2
8,90,4,AMO,68.1
8,105,4,AMO,68.1
8,120,4,AMO,68.2
8,135,4,AMO,68.1
8,150,4,AMO,68.2
8,165,4,AMO,68.3
8,180,4,AMO,68.3
8,195,4,AMO,68.2
8,210,4,AMO,68.3
8,225,4,AMO,68.3
8,240,4,AMO,68.2
8,255,4,AMO,68.1
8,270,4,AMO,68.1
8,285,4,AMO,68.2
8,300,4,AMO,68.3
8,315,4,AMO,68.3
8,330,4,AMO,68.5
8,345,4,AMO,68.4
8,0,4,ASTM,457.0
8,15,4,ASTM,458.0
8,30,4,ASTM,457.0
8,45,4,ASTM,459.0
8,60,4,ASTM,460.0
8,75,4,ASTM,462.0
8,90,4,ASTM,463.0
8,105,4,ASTM,463.0
8,120,4,ASTM,462.0
8,135,4,ASTM,462.0
8,150,4,ASTM,462.0
8,165,4,ASTM,461.0
8,180,4,ASTM,461.0
8,195,4,ASTM,462.0
8,210,4,ASTM,461.0
8,225,4,ASTM,461.0
8,240,4,ASTM,462.0
8,255,4,ASTM,463.0
8,270,4,ASTM,462.0
8,285,4,ASTM,462.0
8,300,4,ASTM,461.0
8,315,4,ASTM,461.0
8,330,4,ASTM,460.0
8,345,4,ASTM,460.0
8,0,5,AMO,68.8
8,15,5,AMO,69.0
8,30,5,AMO,68.8
8,45,5,AMO,68.7
8,60,5,AMO,68.4
8,75,5,AMO,68.3
8,90,5,AMO,68.1
8,105,5,AMO,68.1
8,120,5,AMO,68.1
8,135,5,AMO,68.1
8,150,5,AMO,68.1
8,165,5,AMO,68.4
8,180,5,AMO,68.4
8,195,5,AMO,68.4
8,210,5,AMO,68.4
8,225,5,AMO,68.1
8,240,5,AMO,68.2
8,255,5,AMO,68.1
8,270,5,AMO,68.2
8,285,5,AMO,68.1
8,300,5,AMO,68.3
8,315,5,AMO,68.5
8,330,5,AMO,68.5
8,345,5,AMO,68.8
8,0,5,ASTM,458.0
8,15,5,ASTM,457.0
8,30,5,ASTM,458.0
8,45,5,ASTM,459.0
8,60,5,ASTM,461.0
8,75,5,ASTM,461.0
8,90,5,ASTM,463.0
8,105,5,ASTM,463.0
8,120,5,ASTM,462.0
8,135,5,ASTM,462.0
8,150,5,ASTM,463.0
8,165,5,ASTM,461.0
8,180,5,ASTM,460.0
8,195,5,ASTM,460.0
8,210,5,ASTM,461.0
8,225,5,ASTM,463.0
8,240,5,ASTM,462.0
8,255,5,ASTM,463.0
8,270,5,ASTM,462.0
8,285,5,ASTM,462.0
8,300,5,ASTM,461.0
8,315,5,ASTM,460.0
8,330,5,ASTM,460.0
8,345,5,ASTM,458.0
9,0,1,AMO,67.5
9,15,1,AMO,67.7
9,30,1,AMO,67.6
9,45,1,AMO,67.6
9,60,1,AMO,67.6
9,75,1,AMO,67.2
9,90,1,AMO,67.0
9,105,1,AMO,67.2
9,120,1,AMO,67.0
9,135,1,AMO,67.6
9,150,1,AMO,67.3
9,165,1,AMO,67.6
9,180,1,AMO,67.8
9,195,1,AMO,68.2
9,210,1,AMO,68.1
9,225,1,AMO,67.9
9,240,1,AMO,67.6
9,255,1,AMO,67.4
9,270,1,AMO,67.1
9,285,1,AMO,66.9
9,300,1,AMO,66.9
9,315,1,AMO,66.8
9,330,1,AMO,67.0
9,345,1,AMO,67.2
9,0,1,ASTM,467.0
9,15,1,ASTM,466.0
9,30,1,ASTM,466.0
9,45,1,ASTM,466.0
9,60,1,ASTM,467.0
9,75,1,ASTM,468.0
9,90,1,ASTM,468.0
9,105,1,ASTM,469.0
9,120,1,ASTM,470.0
9,135,1,ASTM,466.0
9,150,1,ASTM,468.0
9,165,1,ASTM,466.0
9,180,1,ASTM,464.0
9,195,1,ASTM,462.0
9,210,1,ASTM,463.0
9,225,1,ASTM,464.0
9,240,1,ASTM,466.0
9,255,1,ASTM,468.0
9,270,1,ASTM,470.0
9,285,1,ASTM,471.0
9,300,1,ASTM,471.0
9,315,1,ASTM,471.0
9,330,1,ASTM,470.0
9,345,1,ASTM,469.0
9,0,2,AMO,67.3
9,15,2,AMO,67.6
9,30,2,AMO,67.5
9,45,2,AMO,67.5
9,60,2,AMO,67.3
9,75,2,AMO,67.1
9,90,2,AMO,67.1
9,105,2,AMO,67.1
9,120,2,AMO,67.1
9,135,2,AMO,67.4
9,150,2,AMO,67.3
9,165,2,AMO,67.5
9,180,2,AMO,67.8
9,195,2,AMO,68.0
9,210,2,AMO,68.0
9,225,2,AMO,67.9
9,240,2,AMO,67.6
9,255,2,AMO,67.2
9,270,2,AMO,67.0
9,285,2,AMO,67.0
9,300,2,AMO,66.9
9,315,2,AMO,66.9
9,330,2,AMO,66.9
9,345,2,AMO,67.0
9,0,2,ASTM,468.0
9,15,2,ASTM,466.0
9,30,2,ASTM,467.0
9,45,2,ASTM,467.0
9,60,2,ASTM,468.0
9,75,2,ASTM,470.0
9,90,2,ASTM,469.0
9,105,2,ASTM,470.0
9,120,2,ASTM,469.0
9,135,2,ASTM,467.0
9,150,2,ASTM,468.0
9,165,2,ASTM,466.0
9,180,2,ASTM,464.0
9,195,2,ASTM,463.0
9,210,2,ASTM,463.0
9,225,2,ASTM,464.0
9,240,2,ASTM,466.0
9,255,2,ASTM,468.0
9,270,2,ASTM,470.0
9,285,2,ASTM,470.0
9,300,2,ASTM,471.0
9,315,2,ASTM,471.0
9,330,2,ASTM,471.0
9,345,2,ASTM,469.0
9,0,3,AMO,67.3
9,15,3,AMO,67.5
9,30,3,AMO,67.5
9,45,3,AMO,67.4
9,60,3,AMO,67.3
9,75,3,AMO,67.2
9,90,3,AMO,67.2
9,105,3,AMO,67.3
9,120,3,AMO,67.4
9,135,3,AMO,67.4
9,150,3,AMO,67.7
9,165,3,AMO,68.0
9,180,3,AMO,68.2
9,195,3,AMO,68.2
9,210,3,AMO,68.1
9,225,3,AMO,67.8
9,240,3,AMO,67.6
9,255,3,AMO,67.3
9,270,3,AMO,67.1
9,285,3,AMO,66.9
9,300,3,AMO,66.8
9,315,3,AMO,66.8
9,330,3,AMO,67.0
9,345,3,AMO,67.0
9,0,3,ASTM,468.0
9,15,3,ASTM,467.0
9,30,3,ASTM,467.0
9,45,3,ASTM,467.0
9,60,3,ASTM,468.0
9,75,3,ASTM,469.0
9,90,3,ASTM,469.0
9,105,3,ASTM,468.0
9,120,3,ASTM,467.0
9,135,3,ASTM,466.0
9,150,3,ASTM,465.0
9,165,3,ASTM,463.0
9,180,3,ASTM,462.0
9,195,3,ASTM,462.0
9,210,3,ASTM,463.0
9,225,3,ASTM,464.0
9,240,3,ASTM,466.0
9,255,3,ASTM,468.0
9,270,3,ASTM,470.0
9,285,3,ASTM,471.0
9,300,3,ASTM,472.0
9,315,3,ASTM,471.0
9,330,3,ASTM,470.0
9,345,3,ASTM,470.0
9,0,4,AMO,67.3
9,15,4,AMO,67.5
9,30,4,AMO,67.5
9,45,4,AMO,67.5
9,60,4,AMO,67.4
9,75,4,AMO,67.2
9,90,4,AMO,67.1
9,105,4,AMO,67.2
9,120,4,AMO,67.3
9,135,4,AMO,67.5
9,150,4,AMO,67.7
9,165,4,AMO,68.0
9,180,4,AMO,68.0
9,195,4,AMO,68.1
9,210,4,AMO,68.0
9,225,4,AMO,67.8
9,240,4,AMO,67.6
9,255,4,AMO,67.3
9,270,4,AMO,67.0
9,285,4,AMO,67.0
9,300,4,AMO,67.0
9,315,4,AMO,67.0
9,330,4,AMO,67.1
9,345,4,AMO,67.2
9,0,4,ASTM,468.0
9,15,4,ASTM,467.0
9,30,4,ASTM,466.0
9,45,4,ASTM,467.0
9,60,4,ASTM,468.0
9,75,4,ASTM,469.0
9,90,4,ASTM,469.0
9,105,4,ASTM,469.0
9,120,4,ASTM,468.0
9,135,4,ASTM,467.0
9,150,4,ASTM,465.0
9,165,4,ASTM,463.0
9,180,4,ASTM,463.0
9,195,4,ASTM,463.0
9,210,4,ASTM,463.0
9,225,4,ASTM,465.0
9,240,4,ASTM,466.0
9,255,4,ASTM,468.0
9,270,4,ASTM,470.0
9,285,4,ASTM,470.0
9,300,4,ASTM,470.0
9,315,4,ASTM,470.0
9,330,4,ASTM,469.0
9,345,4,ASTM,469.0
9,0,5,AMO,67.4
9,15,5,AMO,67.5
9,30,5,AMO,67.5
9,45,5,AMO,67.5
9,60,5,AMO,67.4
9,75,5,AMO,67.2
9,90,5,AMO,67.2
9,105,5,AMO,67.2
9,120,5,AMO,67.3
9,135,5,AMO,67.6
9,150,5,AMO,67.7
9,165,5,AMO,67.9
9,180,5,AMO,68.1
9,195,5,AMO,68.1
9,210,5,AMO,67.9
9,225,5,AMO,67.8
9,240,5,AMO,67.5
9,255,5,AMO,67.3
9,270,5,AMO,67.1
9,285,5,AMO,67.0
9,300,5,AMO,67.0
9,315,5,AMO,67.0
9,330,5,AMO,67.1
9,345,5,AMO,67.2
9,0,5,ASTM,467.0
9,15,5,ASTM,466.0
9,30,5,ASTM,467.0
9,45,5,ASTM,467.0
9,60,5,ASTM,467.0
9,75,5,ASTM,469.0
9,90,5,ASTM,469.0
9,105,5,ASTM,469.0
9,120,5,ASTM,468.0
9,135,5,ASTM,466.0
9,150,5,ASTM,466.0
9,165,5,ASTM,464.0
9,180,5,ASTM,463.0
9,195,5,ASTM,463.0
9,210,5,ASTM,464.0
9,225,5,ASTM,465.0
9,240,5,ASTM,466.0
9,255,5,ASTM,468.0
9,270,5,ASTM,469.0
9,285,5,ASTM,470.0
9,300,5,ASTM,470.0
9,315,5,ASTM,470.0
9,330,5,ASTM,470.0
9,345,5,ASTM,469.0
10,0,1,AMO,67.8
10,15,1,AMO,67.7
10,30,1,AMO,67.7
10,45,1,AMO,68.0
10,60,1,AMO,68.3
10,75,1,AMO,69.0
10,90,1,AMO,69.3
10,105,1,AMO,69.5
10,120,1,AMO,69.4
10,135,1,AMO,69.1
10,150,1,AMO,68.8
10,165,1,AMO,68.3
10,180,1,AMO,67.9
10,195,1,AMO,68.0
10,210,1,AMO,68.1
10,225,1,AMO,68.5
10,240,1,AMO,69.0
10,255,1,AMO,69.4
10,270,1,AMO,69.7
10,285,1,AMO,69.8
10,300,1,AMO,69.6
10,315,1,AMO,69.2
10,330,1,AMO,68.8
10,345,1,AMO,68.3
10,0,1,ASTM,464.0
10,15,1,ASTM,465.0
10,30,1,ASTM,465.0
10,45,1,ASTM,463.0
10,60,1,ASTM,461.0
10,75,1,ASTM,457.0
10,90,1,ASTM,454.0
10,105,1,ASTM,453.0
10,120,1,ASTM,454.0
10,135,1,ASTM,456.0
10,150,1,ASTM,458.0
10,165,1,ASTM,461.0
10,180,1,ASTM,464.0
10,195,1,ASTM,463.0
10,210,1,ASTM,463.0
10,225,1,ASTM,460.0
10,240,1,ASTM,457.0
10,255,1,ASTM,454.0
10,270,1,ASTM,452.0
10,285,1,ASTM,451.0
10,300,1,ASTM,453.0
10,315,1,ASTM,455.0
10,330,1,ASTM,458.0
10,345,1,ASTM,461.0
10,0,2,AMO,67.8
10,15,2,AMO,67.9
10,30,2,AMO,67.8
10,45,2,AMO,67.9
10,60,2,AMO,68.3
10,75,2,AMO,69.0
10,90,2,AMO,69.3
10,105,2,AMO,69.4
10,120,2,AMO,69.5
10,135,2,AMO,69.3
10,150,2,AMO,68.8
10,165,2,AMO,68.4
10,180,2,AMO,68.1
10,195,2,AMO,68.0
10,210,2,AMO,68.2
10,225,2,AMO,68.6
10,240,2,AMO,69.0
10,255,2,AMO,69.0
10,270,2,AMO,69.6
10,285,2,AMO,69.8
10,300,2,AMO,69.8
10,315,2,AMO,69.2
10,330,2,AMO,68.7
10,345,2,AMO,68.3
10,0,2,ASTM,464.0
10,15,2,ASTM,464.0
10,30,2,ASTM,465.0
10,45,2,ASTM,464.0
10,60,2,ASTM,461.0
10,75,2,ASTM,457.0
10,90,2,ASTM,455.0
10,105,2,ASTM,454.0
10,120,2,ASTM,453.0
10,135,2,ASTM,455.0
10,150,2,ASTM,458.0
10,165,2,ASTM,461.0
10,180,2,ASTM,462.0
10,195,2,ASTM,463.0
10,210,2,ASTM,462.0
10,225,2,ASTM,459.0
10,240,2,ASTM,457.0
10,255,2,ASTM,454.0
10,270,2,ASTM,452.0
10,285,2,ASTM,451.0
10,300,2,ASTM,451.0
10,315,2,ASTM,455.0
10,330,2,ASTM,459.0
10,345,2,ASTM,461.0
10,0,3,AMO,68.1
10,15,3,AMO,67.9
10,30,3,AMO,67.7
10,45,3,AMO,68.0
10,60,3,AMO,68.3
10,75,3,AMO,68.8
10,90,3,AMO,69.3
10,105,3,AMO,69.4
10,120,3,AMO,69.4
10,135,3,AMO,69.2
10,150,3,AMO,68.8
10,165,3,AMO,68.4
10,180,3,AMO,68.1
10,195,3,AMO,67.9
10,210,3,AMO,68.0
10,225,3,AMO,68.0
10,240,3,AMO,68.9
10,255,3,AMO,69.2
10,270,3,AMO,69.6
10,285,3,AMO,69.7
10,300,3,AMO,69.7
10,315,3,AMO,69.2
10,330,3,AMO,68.8
10,345,3,AMO,68.3
10,0,3,ASTM,463.0
10,15,3,ASTM,463.0
10,30,3,ASTM,465.0
10,45,3,ASTM,463.0
10,60,3,ASTM,461.0
10,75,3,ASTM,458.0
10,90,3,ASTM,455.0
10,105,3,ASTM,454.0
10,120,3,ASTM,454.0
10,135,3,ASTM,455.0
10,150,3,ASTM,458.0
10,165,3,ASTM,460.0
10,180,3,ASTM,462.0
10,195,3,ASTM,464.0
10,210,3,ASTM,463.0
10,225,3,ASTM,460.0
10,240,3,ASTM,457.0
10,255,3,ASTM,455.0
10,270,3,ASTM,453.0
10,285,3,ASTM,452.0
10,300,3,ASTM,452.0
10,315,3,ASTM,455.0
10,330,3,ASTM,458.0
10,345,3,ASTM,461.0
10,0,4,AMO,67.8
10,15,4,AMO,67.6
10,30,4,AMO,67.7
10,45,4,AMO,67.9
10,60,4,AMO,68.4
10,75,4,AMO,68.8
10,90,4,AMO,69.3
10,105,4,AMO,69.4
10,120,4,AMO,69.5
10,135,4,AMO,69.1
10,150,4,AMO,68.8
10,165,4,AMO,68.3
10,180,4,AMO,68.0
10,195,4,AMO,68.0
10,210,4,AMO,68.1
10,225,4,AMO,68.3
10,240,4,AMO,68.8
10,255,4,AMO,69.2
10,270,4,AMO,69.6
10,285,4,AMO,69.6
10,300,4,AMO,69.7
10,315,4,AMO,69.2
10,330,4,AMO,68.8
10,345,4,AMO,68.2
10,0,4,ASTM,465.0
10,15,4,ASTM,466.0
10,30,4,ASTM,465.0
10,45,4,ASTM,464.0
10,60,4,ASTM,460.0
10,75,4,ASTM,458.0
10,90,4,ASTM,455.0
10,105,4,ASTM,454.0
10,120,4,ASTM,454.0
10,135,4,ASTM,456.0
10,150,4,ASTM,458.0
10,165,4,ASTM,461.0
10,180,4,ASTM,463.0
10,195,4,ASTM,463.0
10,210,4,ASTM,463.0
10,225,4,ASTM,461.0
10,240,4,ASTM,458.0
10,255,4,ASTM,455.0
10,270,4,ASTM,453.0
10,285,4,ASTM,452.0
10,300,4,ASTM,452.0
10,315,4,ASTM,455.0
10,330,4,ASTM,458.0
10,345,4,ASTM,462.0
10,0,5,AMO,67.8
10,15,5,AMO,67.6
10,30,5,AMO,67.7
10,45,5,AMO,68.0
10,60,5,AMO,68.4
10,75,5,AMO,68.9
10,90,5,AMO,69.3
10,105,5,AMO,69.4
10,120,5,AMO,69.3
10,135,5,AMO,69.0
10,150,5,AMO,68.5
10,165,5,AMO,68.5
10,180,5,AMO,68.0
10,195,5,AMO,68.0
10,210,5,AMO,68.1
10,225,5,AMO,68.5
10,240,5,AMO,69.1
10,255,5,AMO,69.3
10,270,5,AMO,69.7
10,285,5,AMO,69.8
10,300,5,AMO,69.7
10,315,5,AMO,69.2
10,330,5,AMO,68.7
10,345,5,AMO,68.2
10,0,5,ASTM,465.0
10,15,5,ASTM,466.0
10,30,5,ASTM,465.0
10,45,5,ASTM,464.0
10,60,5,ASTM,461.0
10,75,5,ASTM,457.0
10,90,5,ASTM,455.0
10,105,5,ASTM,454.0
